dataset,beta,group,seed,e_star,best_val_acc,auc_val,final_gen_gap
BreastCancer,0.4,Baseline-Student,11,16,0.9780219793319702,34.69230777025223,0.039389831290397415
BreastCancer,0.4,Distill-S,11,18,0.9780219793319702,36.68131875991821,0.028400820956382522
BreastCancer,0.4,Baseline-Full,11,12,0.9780219793319702,31.20329675078392,0.01648351517352431
BreastCancer,0.5,Baseline-Student,11,23,0.9780219793319702,41.34065943956375,0.027472525507539203
BreastCancer,0.5,Distill-S,11,20,0.9890109896659851,38.90659347176552,0.01648351517352431
BreastCancer,0.5,Baseline-Full,11,12,0.9780219793319702,31.20329675078392,0.01648351517352431
BreastCancer,0.6,Baseline-Student,11,26,0.9780219793319702,44.247252851724625,0.03296703100204468
BreastCancer,0.6,Distill-S,11,27,0.9890109896659851,45.6703297495842,0.021978020668029785
BreastCancer,0.6,Baseline-Full,11,12,0.9780219793319702,31.20329675078392,0.01648351517352431
BreastCancer,0.7,Baseline-Student,11,47,0.9780219793319702,64.58241772651672,0.021978020668029785
BreastCancer,0.7,Distill-S,11,35,0.9890109896659851,53.29670339822769,0.021978020668029785
BreastCancer,0.7,Baseline-Full,11,12,0.9780219793319702,31.20329675078392,0.01648351517352431
BreastCancer,0.8,Baseline-Student,11,57,0.9890109896659851,74.50000014901161,0.010989010334014893
BreastCancer,0.8,Distill-S,11,49,0.9780219793319702,66.5659342110157,0.021978020668029785
BreastCancer,0.8,Baseline-Full,11,12,0.9780219793319702,31.20329675078392,0.01648351517352431
BreastCancer,0.2,Baseline-Student,12,14,0.9890109896659851,33.104395657777786,0.021978020668029785
BreastCancer,0.2,Distill-S,12,32,0.9670329689979553,50.01648363471031,0.012419085796565255
BreastCancer,0.2,Baseline-Full,12,25,1.0,44.14285719394684,0.021978020668029785
BreastCancer,0.3,Baseline-Student,12,13,0.9780219793319702,31.829670399427414,0.021978020668029785
BreastCancer,0.3,Distill-S,12,28,0.9890109896659851,46.63736271858215,-0.004697264175789084
BreastCancer,0.3,Baseline-Full,12,25,1.0,44.14285719394684,0.021978020668029785
BreastCancer,0.4,Baseline-Student,12,24,0.9780219793319702,42.44505503773689,0.021978020668029785
BreastCancer,0.4,Distill-S,12,75,0.9890109896659851,92.57142871618271,0.006422800288352737
BreastCancer,0.4,Baseline-Full,12,25,1.0,44.14285719394684,0.021978020668029785
BreastCancer,0.5,Baseline-Student,12,25,0.9780219793319702,43.40659350156784,0.010989010334014893
BreastCancer,0.5,Distill-S,12,95,1.0,113.54395613074303,-0.005494505494505475
BreastCancer,0.5,Baseline-Full,12,25,1.0,44.14285719394684,0.021978020668029785
BreastCancer,0.6,Baseline-Student,12,18,0.9780219793319702,36.2307693362236,0.021978020668029785
BreastCancer,0.6,Distill-S,12,222,0.9890109896659851,236.59890142083168,0.010989010334014893
BreastCancer,0.6,Baseline-Full,12,25,1.0,44.14285719394684,0.021978020668029785
BreastCancer,0.7,Baseline-Student,12,25,0.9780219793319702,42.362637519836426,0.03296703100204468
BreastCancer,0.7,Distill-S,12,299,0.9890109896659851,294.0659343600273,0.0018981012431058542
BreastCancer,0.7,Baseline-Full,12,25,1.0,44.14285719394684,0.021978020668029785
BreastCancer,0.8,Baseline-Student,12,28,0.9670329689979553,44.37912109494209,0.03296703100204468
BreastCancer,0.8,Distill-S,12,94,0.9780219793319702,108.96703326702118,0.021978020668029785
BreastCancer,0.8,Baseline-Full,12,25,1.0,44.14285719394684,0.021978020668029785
BreastCancer,0.2,Baseline-Student,13,18,0.9890109896659851,37.26923081278801,0.0075643527997683035
BreastCancer,0.2,Distill-S,13,68,0.9890109896659851,86.7417583167553,-0.0027096198029714635
BreastCancer,0.2,Baseline-Full,13,96,1.0,115.62087914347649,0.0
BreastCancer,0.3,Baseline-Student,13,19,0.9890109896659851,38.09890115261078,0.010989010334014893
BreastCancer,0.3,Distill-S,13,85,0.9890109896659851,103.39560449123383,-0.0007756955483380068
BreastCancer,0.3,Baseline-Full,13,96,1.0,115.62087914347649,0.0
BreastCancer,0.4,Baseline-Student,13,22,0.9890109896659851,40.93956050276756,0.010989010334014893
BreastCancer,0.4,Distill-S,13,114,0.9890109896659851,131.80769243836403,-0.0027096198029714635
BreastCancer,0.4,Baseline-Full,13,96,1.0,115.62087914347649,0.0
BreastCancer,0.5,Baseline-Student,13,56,0.9890109896659851,74.45604404807091,0.010989010334014893
BreastCancer,0.5,Distill-S,13,141,1.0,159.7362638115883,0.010989010334014893
BreastCancer,0.5,Baseline-Full,13,96,1.0,115.62087914347649,0.0
BreastCancer,0.6,Baseline-Student,13,45,0.9780219793319702,63.10439571738243,0.021978020668029785
BreastCancer,0.6,Distill-S,13,43,0.9890109896659851,61.609890192747116,0.0041396952655217145
BreastCancer,0.6,Baseline-Full,13,96,1.0,115.62087914347649,0.0
BreastCancer,0.7,Baseline-Student,13,287,1.0,297.521978110075,0.0
BreastCancer,0.7,Distill-S,13,50,1.0,68.48351657390594,0.0018981012431058542
