key,e_star,best_val_acc,auc_val,final_gen_gap,train_acc_final,val_acc_final,n_epochs,test_acc_best,test_acc_final,test_loss_best,test_loss_final,ece_best,ece_final,entropy_mean_best,conf_mean_best,teacher_test_acc
"('glass', 'cap', (64, 32), 15)",54,0.6176470518112183,41.029412515461445,0.15046889021776721,0.7681159420289855,0.6176470518112183,75,0.627906976744186,0.6511627906976745,1.1771657466888428,1.254302978515625,0.1815560661083044,0.17375943272612818,0.9535476565361023,0.6036025881767273,0.6744186046511628
"('glass', 'cap', (128, 64), 15)",54,0.6470588445663452,40.647059328854084,0.15046889021776721,0.7681159420289855,0.6176470518112183,75,0.5813953488372093,0.5813953488372093,1.2035408020019531,1.2717394828796387,0.24373964999997338,0.15341488358586333,0.9297626614570618,0.6233823895454407,0.6976744186046512
"('glass', 'cap', (32, 16), 16)",111,0.6176470518112183,76.38235378265381,0.19394715108733251,0.8115942028985508,0.6176470518112183,132,0.6744186046511628,0.6744186046511628,0.9099401235580444,0.9147693514823914,0.24607346085614937,0.18271951897199765,0.6870952248573303,0.7466301321983337,0.6744186046511628
"('glass', 'cap', (64, 32), 16)",110,0.6470588445663452,75.22058901190758,0.1500426047090171,0.7971014492753623,0.6470588445663452,131,0.6744186046511628,0.6744186046511628,0.9729011654853821,0.9907130599021912,0.16263371844624364,0.18563028823497685,0.6306994557380676,0.7778156399726868,0.6511627906976745
"('glass', 'cap', (128, 64), 16)",110,0.6470588445663452,74.602942019701,0.16453535833220556,0.8115942028985508,0.6470588445663452,131,0.6511627906976745,0.6744186046511628,0.9984699487686157,0.9996836185455322,0.15170263551002322,0.19248092451760934,0.6081712245941162,0.7805006504058838,0.6744186046511628
"('glass', 'cap', (32, 16), 17)",95,0.5,51.352941796183586,0.26768965652023535,0.7971014492753623,0.529411792755127,116,0.6976744186046512,0.6976744186046512,0.8624610900878906,0.8489094972610474,0.23734559846478837,0.2120924661325854,0.6469206809997559,0.7640721797943115,0.7441860465116279
"('glass', 'cap', (64, 32), 17)",53,0.44117647409439087,30.426470950245857,0.31244671431140625,0.7536231884057971,0.44117647409439087,74,0.627906976744186,0.6744186046511628,0.9869709610939026,0.9609622359275818,0.13690204675807507,0.1970251708529716,0.8023900985717773,0.6927763223648071,0.7209302325581395
"('glass', 'cap', (128, 64), 17)",67,0.47058823704719543,38.11764745414257,0.253196902897047,0.782608695652174,0.529411792755127,88,0.6744186046511628,0.7209302325581395,0.9683329463005066,0.9665586948394775,0.19222550960474238,0.23221050168192664,0.6912482380867004,0.7416433095932007,0.6976744186046512
"('glass', 'cap', (32, 16), 18)",163,0.7352941036224365,122.95588317885995,0.11977836014567944,0.855072463768116,0.7352941036224365,184,0.6511627906976745,0.6976744186046512,0.7947767376899719,0.8271295428276062,0.1358526349067688,0.16954621118168497,0.8162278532981873,0.665182888507843,0.6744186046511628
"('glass', 'cap', (64, 32), 18)",127,0.7352941036224365,98.77941206470132,0.06180734565292578,0.7971014492753623,0.7352941036224365,148,0.6511627906976745,0.6511627906976745,0.8522927165031433,0.8847076296806335,0.2109479294266812,0.20986371608667598,0.7340716123580933,0.7104655504226685,0.627906976744186
"('glass', 'cap', (128, 64), 18)",98,0.7647058963775635,76.16176513209939,0.07630009927611425,0.8115942028985508,0.7352941036224365,119,0.6511627906976745,0.6511627906976745,0.8761131167411804,0.9081810116767883,0.1046728831391002,0.2457650795925495,0.849395215511322,0.6684737801551819,0.7209302325581395
"('glass', 'cap', (32, 16), 19)",163,0.6470588445663452,114.25000138953328,0.20801361920177075,0.855072463768116,0.6470588445663452,184,0.7209302325581395,0.7209302325581395,0.7851440906524658,0.7972675561904907,0.10579247322193411,0.14467509680016094,0.7193576693534851,0.7357578873634338,0.6511627906976745
"('glass', 'cap', (64, 32), 19)",163,0.6764705777168274,112.13235247507691,0.12105709746264026,0.7681159420289855,0.6470588445663452,184,0.6976744186046512,0.6744186046511628,0.7727851271629333,0.7847086787223816,0.16285258670185887,0.15225154369376426,0.6235203742980957,0.7529584169387817,0.6744186046511628
"('glass', 'cap', (128, 64), 19)",154,0.6764705777168274,107.63235316053033,0.06308608296988671,0.7101449275362319,0.6470588445663452,175,0.6976744186046512,0.6744186046511628,0.7748292684555054,0.7973421812057495,0.16117432505585427,0.14602127809857213,0.6212649941444397,0.7644492983818054,0.7209302325581395
"('breastcancer', 'cap', (32, 16), 0)",18,0.9670329689979553,36.49450558423996,0.027472524852543034,0.9835164835164835,0.9560439586639404,39,0.9736842105263158,0.9736842105263158,0.05457520857453346,0.04658350348472595,0.02961731270739907,0.02263017652327554,0.1012594997882843,0.9649481773376465,1.0
"('breastcancer', 'cap', (64, 32), 0)",16,0.9670329689979553,34.57692316174507,0.027472524852543034,0.9835164835164835,0.9560439586639404,37,0.9736842105263158,0.9824561403508771,0.05451379716396332,0.041860487312078476,0.043793319610127224,0.02326320085609168,0.110130175948143,0.9611555337905884,1.0
"('breastcancer', 'cap', (128, 64), 0)",18,0.9670329689979553,36.51098909974098,0.027472524852543034,0.9835164835164835,0.9560439586639404,39,0.9824561403508771,0.9824561403508771,0.05240967124700546,0.04240285977721214,0.040821628089536696,0.024103556808672454,0.09969905018806458,0.9655120372772217,1.0
"('breastcancer', 'cap', (32, 16), 1)",20,0.9780219793319702,38.785714358091354,0.01648351517352431,0.9945054945054945,0.9780219793319702,41,0.9824561403508771,0.9824561403508771,0.07793806493282318,0.07791431993246078,0.013878972383967618,0.016003552758902834,0.06383448094129562,0.9812239408493042,0.9824561403508771
"('breastcancer', 'cap', (64, 32), 1)",20,0.9780219793319702,38.741758316755295,0.01648351517352431,0.9945054945054945,0.9780219793319702,41,0.9824561403508771,0.9912280701754386,0.07800498604774475,0.0846867486834526,0.009183221741726526,0.02026707195399104,0.0593617781996727,0.9823328256607056,0.956140350877193
"('breastcancer', 'cap', (128, 64), 1)",22,0.9780219793319702,40.64285722374916,0.01648351517352431,0.9945054945054945,0.9780219793319702,43,0.9824561403508771,0.9824561403508771,0.08400372415781021,0.09195435792207718,0.019326071467315936,0.014982722830354123,0.06391838937997818,0.9806950688362122,0.9736842105263158
"('breastcancer', 'cap', (32, 16), 2)",13,0.9450549483299255,30.758241891860962,0.05494505167007446,1.0,0.9450549483299255,34,0.9649122807017544,0.9649122807017544,0.08295649290084839,0.06455327570438385,0.03057723191746494,0.02737526517165334,0.13005056977272034,0.9491049647331238,0.9824561403508771
"('breastcancer', 'cap', (64, 32), 2)",13,0.9450549483299255,30.736263871192932,0.05494505167007446,1.0,0.9450549483299255,34,0.956140350877193,0.9649122807017544,0.09092977643013,0.07697281241416931,0.030075915549930776,0.03718044726472152,0.12391474843025208,0.9529658555984497,0.9912280701754386
